ID,Item Code,Quantity_Sold_(kilo),Unit Selling Price (RMB/kg),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Loss Rate (%),Weekday
19631,102900011006689,8.942,4.0,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,5.78,Dongmenkou Xiaobaicai,27.84,Sunday
19632,102900011006948,5.2010000000000005,19.8,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,13.52,Foreign Garland Chrysanthemum ,26.16,Sunday
19634,102900011008522,32.786,7.0,Sweet Chinese Cabbage,1010101,Flower/Leaf Vegetables,4.78,Sweet Chinese Cabbage,9.43,Sunday
19645,106958851400125,4.0,3.9,Haixian Mushroom (Bag) (4),1011010801,Edible Mushroom,2.58,Haixian Mushroom (Bag) (4),11.13,Sunday
19636,102900011013274,4.0,6.8,The White Mushroom (Bag),1011010801,Edible Mushroom,,The White Mushroom (Bag),6.57,Sunday
19637,102900011016701,32.012,-8.0,Wuhu Green Pepper (1),1011010504,Capsicum,6.63,Wuhu Green Pepper (1),5.7,Sunday
19638,102900011021842,7.0,-9.9,Honghu Lotus Root Powder (Fenou),1010402,Aquatic Tuberous Vegetables,7.0,Honghu Lotus Root Powder (Fenou),11.81,Sunday
19639,102900011022764,10.253,8.0,Changxianqie,1011010501,Solanum,4.37,Changxianqie,6.9,Sunday
19640,102900011023464,7.623,10.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,6.06,Xiaoqingcai (1),10.33,Sunday
19641,102900051000463,0.98,8.0,Round Eggplant (2),1011010501,Solanum,4.97,Round Eggplant (2),6.71,Sunday
19642,102900051004294,2.1,12.0,Green Line Pepper,1010504,Capsicum,6.49,Green Line Pepper,7.8,Sunday
19643,102900051010455,16.887,9.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.18,Huangbaicai (2),15.61,Sunday
19644,106949711300167,8.0,2.9,Needle Mushroom (Bag) (2),1011010801,Edible Mushroom,1.01,Needle Mushroom (Bag) (2),6.64,Sunday
19624,102900005119098,1.605,25.8,The Agaricus Bisporus,1011010801,Edible Mushroom,13.56,The Agaricus Bisporus,12.78,Sunday
19635,102900011012994,2.0,4.9,Apricot Bao Mushroom (Bag),1011010801,Edible Mushroom,2.84,Apricot Bao Mushroom (Bag),10.03,Sunday
19623,102900005118831,7.0,5.8,Wawacai,1011010101,Flower/Leaf Vegetables,3.66,Wawacai,2.48,Sunday
19620,102900005117209,1.071,19.8,7 Colour Pepper (1),1010504,Capsicum,10.13,7 Colour Pepper (1),15.98,Sunday
19621,102900005118817,8.831,12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.68,Spinach,18.51,Sunday
19622,102900005118824,1.765,-12.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,6.48,High Melon (1),29.25,Sunday
19601,102900005115779,72.618,8.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,5.76,Yunnan Shengcai,15.25,Sunday
19602,102900005115786,14.12,8.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,5.57,Zhuyecai,13.62,Sunday
19603,102900005115793,6.414,18.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,11.22,Chinese Cabbage,7.59,Sunday
19604,102900005115823,7.97,-9.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.63,Shanghaiqing,14.43,Sunday
19605,102900005115908,9.521,10.0,Caixin,1011010101,Flower/Leaf Vegetables,5.75,Caixin,13.7,Sunday
19606,102900005115946,2.837,14.0,Muercai,1011010101,Flower/Leaf Vegetables,7.07,Muercai,7.61,Sunday
19607,102900005115960,21.556,2.111111111111111,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,1.8,Chinese Cabbage,22.27,Sunday
19608,102900005115984,21.989,9.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,,Yunnan Lettuces,12.81,Sunday
19609,102900005116226,4.369,10.0,Green Hot Peppers,1011010504,Capsicum,6.3,Green Hot Peppers,6.72,Sunday
19600,102900005115762,5.849,7.0,Amaranth,1011010101,Flower/Leaf Vegetables,4.19,Amaranth,18.52,Sunday
19611,102900005116257,21.835,8.0,Eggplant (2),1011010501,Solanum,5.24,Eggplant (2),6.07,Sunday
19610,102900005116233,4.349,10.0,Red Pepper (1),1011010504,Capsicum,6.67,Red Pepper (1),11.76,Sunday
19618,102900005116912,1.905,16.0,Jigu Mushroom (1),1011010801,Edible Mushroom,8.65,Jigu Mushroom (1),8.99,Sunday
19617,102900005116899,48.443,6.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.6,Net Lotus Root (1),5.54,Sunday
19616,102900005116790,7.227,7.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,3.79,Yellow Xincai (1),10.64,Sunday
19619,102900005116943,0.624,18.0,Red Hang Pepper,1011010504,Capsicum,10.46,Red Hang Pepper,9.99,Sunday
19614,102900005116547,10.665,-8.0,Needle Mushroom (1),1011010801,Edible Mushroom,4.65,Needle Mushroom (1),3.43,Sunday
19613,102900005116530,11.223,21.88909090909091,Xixia Mushroom (1),1010801,Edible Mushroom,14.0,Xixia Mushroom (1),13.82,Sunday
19612,102900005116509,1.838,10.0,Green Eggplant (1),1011010501,Solanum,6.41,Green Eggplant (1),5.01,Sunday
19615,102900005116714,32.063,8.0,Broccoli,1011010201,Cabbage,7.01,Broccoli,9.26,Sunday
19674,102900011000328,4.818,10.0,Luosi Pepper,1011010504,Capsicum,7.88,Luosi Pepper,10.18,Monday
19668,102900005118831,4.0,5.8,Wawacai,1011010101,Flower/Leaf Vegetables,3.69,Wawacai,2.48,Monday
19669,102900005119098,2.403,25.8,The Agaricus Bisporus,1011010801,Edible Mushroom,13.54,The Agaricus Bisporus,12.78,Monday
19670,102900005119944,1.224,16.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.98,Haixian Mushroom (1),9.89,Monday
19671,102900005119975,5.973,6.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.8,Hongshujian,8.42,Monday
19672,102900005125808,1.469,14.0,Millet Pepper,1011010504,Capsicum,8.7,Millet Pepper,5.86,Monday
19673,102900005125815,4.97,-10.0,Apricot Bao Mushroom (1),1010801,Edible Mushroom,5.89,Apricot Bao Mushroom (1),5.05,Monday
19675,102900011006948,1.364,19.8,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,13.51,Foreign Garland Chrysanthemum ,26.16,Monday
19680,102900011022764,12.188,8.0,Changxianqie,1011010501,Solanum,4.28,Changxianqie,6.9,Monday
19677,102900011008522,8.475999999999999,7.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.78,Sweet Chinese Cabbage,9.43,Monday
19678,102900011013274,4.0,6.8,The White Mushroom (Bag),1011010801,Edible Mushroom,2.62,The White Mushroom (Bag),6.57,Monday
19679,102900011016701,30.819,8.0,Wuhu Green Pepper (1),1011010504,Capsicum,5.61,Wuhu Green Pepper (1),5.7,Monday
19681,102900011023464,6.759,8.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,,Xiaoqingcai (1),10.33,Monday
19685,106958851400125,3.0,-3.9,Haixian Mushroom (Bag) (4),1011010801,Edible Mushroom,2.57,Haixian Mushroom (Bag) (4),11.13,Monday
19683,102900051004294,2.141,14.0,Green Line Pepper,1011010504,Capsicum,8.02,Green Line Pepper,7.8,Monday
19684,102900051010455,13.584,9.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.18,Huangbaicai (2),15.61,Monday
19667,102900005118824,0.435,12.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,7.02,High Melon (1),29.25,Monday
19676,102900011008164,14.768,6.0,Naibaicai,1011010101,Flower/Leaf Vegetables,3.76,Naibaicai,15.68,Monday
19666,102900005118817,5.986,12.0,Spinach,1011010101,Flower/Leaf Vegetables,7.68,Spinach,18.51,Monday
19682,102900051000463,0.364,8.0,Round Eggplant (2),1011010501,Solanum,4.7,Round Eggplant (2),6.71,Monday
19664,102900005116912,1.417,-16.0,Jigu Mushroom (1),1011010801,Edible Mushroom,8.62,Jigu Mushroom (1),8.99,Monday
19665,102900005116943,0.803,18.0,Red Hang Pepper,1010504,Capsicum,10.66,Red Hang Pepper,9.99,Monday
19646,102900005115762,4.928,7.0,Amaranth,1011010101,Flower/Leaf Vegetables,3.89,Amaranth,18.52,Monday
19647,102900005115779,11.861,8.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,5.5,Yunnan Shengcai,15.25,Monday
19648,102900005115786,5.218,6.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,3.24,Zhuyecai,13.62,Monday
19649,102900005115793,3.392,18.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,10.57,Chinese Cabbage,7.59,Monday
19651,102900005115908,1.154,10.0,Caixin,1011010101,Flower/Leaf Vegetables,5.79,Caixin,13.7,Monday
19652,102900005115946,2.58,14.0,Muercai,1011010101,Flower/Leaf Vegetables,5.54,Muercai,7.61,Monday
19653,102900005115960,37.298,2.108108108108108,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,1.8,Chinese Cabbage,22.27,Monday
19654,102900005115984,7.467,9.0,Yunnan Lettuces,1010101,Flower/Leaf Vegetables,5.28,Yunnan Lettuces,12.81,Monday
19650,102900005115823,7.556999999999999,-9.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.66,Shanghaiqing,14.43,Monday
19656,102900005116233,4.066,10.0,Red Pepper (1),1011010504,Capsicum,5.49,Red Pepper (1),11.76,Monday
19655,102900005116226,1.898,10.0,Green Hot Peppers,1011010504,Capsicum,6.41,Green Hot Peppers,6.72,Monday
19662,102900005116790,10.33,7.0,Yellow Xincai (1),1010101,Flower/Leaf Vegetables,3.84,Yellow Xincai (1),10.64,Monday
19661,102900005116714,11.356,12.0,Broccoli,1011010201,Cabbage,6.72,Broccoli,9.26,Monday
19660,102900005116547,4.071,8.0,Needle Mushroom (1),1011010801,Edible Mushroom,4.67,Needle Mushroom (1),3.43,Monday
19663,102900005116899,29.502,6.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.6,Net Lotus Root (1),5.54,Monday
19658,102900005116509,2.44,10.0,Green Eggplant (1),1011010501,Solanum,6.57,Green Eggplant (1),5.01,Monday
19657,102900005116257,11.436,-7.0,Eggplant (2),1011010501,Solanum,4.84,Eggplant (2),6.07,Monday
19659,102900005116530,10.33,21.94347826086957,Xixia Mushroom (1),1011010801,Edible Mushroom,14.0,Xixia Mushroom (1),13.82,Monday
19718,102900011008164,18.428,6.0,Naibaicai,1011010101,Flower/Leaf Vegetables,3.76,Naibaicai,15.68,Tuesday
19711,102900005119944,1.36,16.0,Haixian Mushroom (1),1011010801,Edible Mushroom,10.92,Haixian Mushroom (1),9.89,Tuesday
19712,102900005119975,6.05,5.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.8,Hongshujian,8.42,Tuesday
19713,102900005125808,2.55,14.0,Millet Pepper,1011010504,Capsicum,8.68,Millet Pepper,5.86,Tuesday
19714,102900005125815,6.065,10.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,5.89,Apricot Bao Mushroom (1),5.05,Tuesday
19715,102900011000328,3.455,8.0,Luosi Pepper,1011010504,Capsicum,5.13,Luosi Pepper,10.18,Tuesday
19716,102900011001806,1.0,5.9,Jigu Mushroom (Bunch),1011010801,Edible Mushroom,3.94,Jigu Mushroom (Bunch),12.42,Tuesday
19717,102900011006948,4.935,19.8,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,12.73,Foreign Garland Chrysanthemum ,26.16,Tuesday
19719,102900011008522,15.528,8.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.78,Sweet Chinese Cabbage,9.43,Tuesday
19729,106958851400125,2.0,3.9,Haixian Mushroom (Bag) (4),1010801,Edible Mushroom,2.57,Haixian Mushroom (Bag) (4),11.13,Tuesday
19721,102900011016701,20.169,8.0,Wuhu Green Pepper (1),1011010504,Capsicum,5.92,Wuhu Green Pepper (1),5.7,Tuesday
19722,102900011021842,7.0,9.9,Honghu Lotus Root Powder (Fenou),1010402,Aquatic Tuberous Vegetables,7.0,Honghu Lotus Root Powder (Fenou),11.81,Tuesday
19723,102900011022764,8.77,-8.0,Changxianqie,1011010501,Solanum,4.39,Changxianqie,6.9,Tuesday
19724,102900011023464,8.583,8.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,,Xiaoqingcai (1),10.33,Tuesday
19725,102900051000463,0.805,7.0,Round Eggplant (2),1011010501,Solanum,4.71,Round Eggplant (2),6.71,Tuesday
19726,102900051004294,2.618,-12.0,Green Line Pepper,1011010504,Capsicum,7.19,Green Line Pepper,7.8,Tuesday
19727,102900051010455,6.6770000000000005,9.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.18,Huangbaicai (2),15.61,Tuesday
19728,106949711300167,5.0,2.9,Needle Mushroom (Bag) (2),1011010801,Edible Mushroom,1.72,Needle Mushroom (Bag) (2),6.64,Tuesday
19710,102900005119098,0.985,25.8,The Agaricus Bisporus,1011010801,Edible Mushroom,13.47,The Agaricus Bisporus,12.78,Tuesday
19720,102900011013274,4.0,6.8,The White Mushroom (Bag),1011010801,Edible Mushroom,4.74,The White Mushroom (Bag),6.57,Tuesday
19709,102900005118831,3.0,5.8,Wawacai,1011010101,Flower/Leaf Vegetables,3.71,Wawacai,2.48,Tuesday
19708,102900005118824,1.054,12.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,7.44,High Melon (1),29.25,Tuesday
19686,102900005115762,4.028,6.0,Amaranth,1010101,Flower/Leaf Vegetables,3.27,Amaranth,18.52,Tuesday
19707,102900005118817,6.756,14.0,Spinach,1011010101,Flower/Leaf Vegetables,8.21,Spinach,18.51,Tuesday
19687,102900005115779,16.862000000000002,8.0,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,5.57,Yunnan Shengcai,15.25,Tuesday
19688,102900005115786,7.139,5.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,3.03,Zhuyecai,13.62,Tuesday
19689,102900005115793,2.851,18.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,10.51,Chinese Cabbage,7.59,Tuesday
19690,102900005115823,6.855,9.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.48,Shanghaiqing,14.43,Tuesday
19691,102900005115885,4.156000000000001,10.0,Caidian Quinoa Artemisia,1011010101,Flower/Leaf Vegetables,7.21,Caidian Quinoa Artemisia,0.47,Tuesday
19693,102900005115946,1.606,10.0,Muercai,1011010101,Flower/Leaf Vegetables,3.24,Muercai,7.61,Tuesday
19694,102900005115960,31.856,-2.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,1.8,Chinese Cabbage,22.27,Tuesday
19695,102900005115984,13.865,9.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,,Yunnan Lettuces,12.81,Tuesday
19696,102900005116226,1.576,10.0,Green Hot Peppers,1011010504,Capsicum,6.37,Green Hot Peppers,6.72,Tuesday
19692,102900005115908,2.349,10.0,Caixin,1011010101,Flower/Leaf Vegetables,5.79,Caixin,13.7,Tuesday
19698,102900005116257,12.416,-7.0,Eggplant (2),1010501,Solanum,4.54,Eggplant (2),6.07,Tuesday
19697,102900005116233,3.862,9.0,Red Pepper (1),1011010504,Capsicum,4.83,Red Pepper (1),11.76,Tuesday
19705,102900005116912,0.52,16.0,Jigu Mushroom (1),1011010801,Edible Mushroom,8.58,Jigu Mushroom (1),8.99,Tuesday
19704,102900005116899,33.377,6.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.6,Net Lotus Root (1),5.54,Tuesday
19703,102900005116790,1.767,7.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,3.84,Yellow Xincai (1),10.64,Tuesday
19706,102900005116943,0.368,18.0,Red Hang Pepper,1011010504,Capsicum,10.67,Red Hang Pepper,9.99,Tuesday
19701,102900005116547,4.158,8.0,Needle Mushroom (1),1011010801,Edible Mushroom,4.66,Needle Mushroom (1),3.43,Tuesday
19700,102900005116530,10.097,21.83255813953489,Xixia Mushroom (1),1011010801,Edible Mushroom,13.62,Xixia Mushroom (1),13.82,Tuesday
19699,102900005116509,2.42,-10.0,Green Eggplant (1),1011010501,Solanum,6.88,Green Eggplant (1),5.01,Tuesday
19702,102900005116714,10.777,12.0,Broccoli,1011010201,Cabbage,7.8,Broccoli,9.26,Tuesday
19763,102900011008522,7.325,8.0,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.78,Sweet Chinese Cabbage,9.43,Wednesday
19755,102900005119944,0.808,16.0,Haixian Mushroom (1),1011010801,Edible Mushroom,11.0,Haixian Mushroom (1),9.89,Wednesday
19756,102900005119975,4.94,5.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.8,Hongshujian,8.42,Wednesday
19757,102900005125808,1.39,-14.0,Millet Pepper,1011010504,Capsicum,8.22,Millet Pepper,5.86,Wednesday
19758,102900005125815,6.416,10.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.15,Apricot Bao Mushroom (1),5.05,Wednesday
19759,102900011000328,6.974,8.0,Luosi Pepper,1011010504,Capsicum,4.98,Luosi Pepper,10.18,Wednesday
19760,102900011006689,0.138,8.0,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,5.12,Dongmenkou Xiaobaicai,27.84,Wednesday
19761,102900011006948,2.605,19.8,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,13.49,Foreign Garland Chrysanthemum ,26.16,Wednesday
19762,102900011008164,15.003,-6.0,Naibaicai,1011010101,Flower/Leaf Vegetables,3.77,Naibaicai,15.68,Wednesday
19764,102900011012994,3.0,4.9,Apricot Bao Mushroom (Bag),1011010801,Edible Mushroom,2.86,Apricot Bao Mushroom (Bag),10.03,Wednesday
19754,102900005119098,1.912,25.8,The Agaricus Bisporus,1010801,Edible Mushroom,13.97,The Agaricus Bisporus,12.78,Wednesday
19766,102900011016701,15.272,9.0,Wuhu Green Pepper (1),1011010504,Capsicum,5.4,Wuhu Green Pepper (1),5.7,Wednesday
19767,102900011021842,7.0,9.9,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.0,Honghu Lotus Root Powder (Fenou),11.81,Wednesday
19768,102900011022764,10.088,8.0,Changxianqie,1011010501,Solanum,4.34,Changxianqie,6.9,Wednesday
19769,102900011023464,4.269,10.0,Xiaoqingcai (1),1011010101,Flower/Leaf Vegetables,5.48,Xiaoqingcai (1),10.33,Wednesday
19770,102900051000463,1.423,7.0,Round Eggplant (2),1011010501,Solanum,4.86,Round Eggplant (2),6.71,Wednesday
19771,102900051004294,1.473,-12.0,Green Line Pepper,1011010504,Capsicum,6.86,Green Line Pepper,7.8,Wednesday
19772,102900051010455,6.73,9.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.08,Huangbaicai (2),15.61,Wednesday
19773,106949711300167,6.0,2.9,Needle Mushroom (Bag) (2),1011010801,Edible Mushroom,1.74,Needle Mushroom (Bag) (2),6.64,Wednesday
19774,106958851400125,2.0,3.9,Haixian Mushroom (Bag) (4),1011010801,Edible Mushroom,2.57,Haixian Mushroom (Bag) (4),11.13,Wednesday
19765,102900011013274,1.0,6.8,The White Mushroom (Bag),1011010801,Edible Mushroom,4.73,The White Mushroom (Bag),6.57,Wednesday
19752,102900005118824,0.8109999999999999,12.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,7.49,High Melon (1),29.25,Wednesday
19753,102900005118831,4.0,5.8,Wawacai,1010101,Flower/Leaf Vegetables,3.69,Wawacai,2.48,Wednesday
19730,102900005115762,3.777,6.0,Amaranth,1011010101,Flower/Leaf Vegetables,3.04,Amaranth,18.52,Wednesday
19731,102900005115779,36.865,8.0,Yunnan Shengcai,1010101,Flower/Leaf Vegetables,5.48,Yunnan Shengcai,15.25,Wednesday
19732,102900005115786,5.1,5.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,3.03,Zhuyecai,13.62,Wednesday
19733,102900005115793,2.022,-18.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,10.53,Chinese Cabbage,7.59,Wednesday
19734,102900005115823,6.082,9.0,Shanghaiqing,1010101,Flower/Leaf Vegetables,5.5,Shanghaiqing,14.43,Wednesday
19735,102900005115885,4.146,10.0,Caidian Quinoa Artemisia,1011010101,Flower/Leaf Vegetables,7.21,Caidian Quinoa Artemisia,0.47,Wednesday
19736,102900005115908,0.753,10.0,Caixin,1011010101,Flower/Leaf Vegetables,5.79,Caixin,13.7,Wednesday
19737,102900005115946,2.274,8.0,Muercai,1011010101,Flower/Leaf Vegetables,3.24,Muercai,7.61,Wednesday
19738,102900005115960,24.664,2.05,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,1.87,Chinese Cabbage,22.27,Wednesday
19739,102900005115984,11.518,9.0,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,5.18,Yunnan Lettuces,12.81,Wednesday
19740,102900005116226,3.003,10.0,Green Hot Peppers,1011010504,Capsicum,6.09,Green Hot Peppers,6.72,Wednesday
19751,102900005118817,5.631,14.0,Spinach,1011010101,Flower/Leaf Vegetables,8.04,Spinach,18.51,Wednesday
19742,102900005116257,8.894,7.0,Eggplant (2),1011010501,Solanum,4.41,Eggplant (2),6.07,Wednesday
19743,102900005116509,0.482,10.0,Green Eggplant (1),1011010501,Solanum,6.89,Green Eggplant (1),5.01,Wednesday
19744,102900005116530,9.215,21.80512820512821,Xixia Mushroom (1),1011010801,Edible Mushroom,13.6,Xixia Mushroom (1),13.82,Wednesday
19745,102900005116547,4.661,8.0,Needle Mushroom (1),1011010801,Edible Mushroom,4.66,Needle Mushroom (1),3.43,Wednesday
19746,102900005116714,12.702,-12.0,Broccoli,1011010201,Cabbage,7.8,Broccoli,9.26,Wednesday
19747,102900005116790,2.485,7.0,Yellow Xincai (1),1011010101,Flower/Leaf Vegetables,3.84,Yellow Xincai (1),10.64,Wednesday
19748,102900005116899,25.03,6.6,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.6,Net Lotus Root (1),5.54,Wednesday
19749,102900005116912,0.27,16.0,Jigu Mushroom (1),1011010801,Edible Mushroom,8.61,Jigu Mushroom (1),8.99,Wednesday
19750,102900005116943,0.429,18.0,Red Hang Pepper,1011010504,Capsicum,10.63,Red Hang Pepper,9.99,Wednesday
19741,102900005116233,5.112,-9.0,Red Pepper (1),1011010504,Capsicum,4.19,Red Pepper (1),11.76,Wednesday
19806,102900011006948,1.653,21.6,Foreign Garland Chrysanthemum ,1011010101,Flower/Leaf Vegetables,14.3,Foreign Garland Chrysanthemum ,26.16,Thursday
19805,102900011006689,0.671,-6.0,Dongmenkou Xiaobaicai,1010101,Flower/Leaf Vegetables,5.23,Dongmenkou Xiaobaicai,27.84,Thursday
19804,102900011001806,3.0,5.900000000000001,Jigu Mushroom (Bunch),1011010801,Edible Mushroom,3.92,Jigu Mushroom (Bunch),12.42,Thursday
19799,102900005119944,1.98,16.0,Haixian Mushroom (1),1010801,Edible Mushroom,10.93,Haixian Mushroom (1),9.89,Thursday
19802,102900005125815,3.816,10.0,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.42,Apricot Bao Mushroom (1),5.05,Thursday
19801,102900005125808,2.437,14.0,Millet Pepper,1011010504,Capsicum,8.49,Millet Pepper,5.86,Thursday
19800,102900005119975,6.24,4.0,Hongshujian,1011010101,Flower/Leaf Vegetables,2.49,Hongshujian,8.42,Thursday
19807,102900011008164,8.024,6.0,Naibaicai,1011010101,Flower/Leaf Vegetables,3.77,Naibaicai,15.68,Thursday
19803,102900011000328,6.2860000000000005,10.0,Luosi Pepper,1011010504,Capsicum,5.56,Luosi Pepper,10.18,Thursday
19808,102900011008522,6.659,8.0,Sweet Chinese Cabbage,1010101,Flower/Leaf Vegetables,4.78,Sweet Chinese Cabbage,9.43,Thursday
19813,102900011023464,2.66,10.0,Xiaoqingcai (1),1010101,Flower/Leaf Vegetables,5.28,Xiaoqingcai (1),10.33,Thursday
19810,102900011016701,12.133,-9.0,Wuhu Green Pepper (1),1011010504,Capsicum,5.4,Wuhu Green Pepper (1),5.7,Thursday
19811,102900011021842,7.0,-9.9,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.0,Honghu Lotus Root Powder (Fenou),11.81,Thursday
19812,102900011022764,10.843,-8.0,Changxianqie,1011010501,Solanum,4.32,Changxianqie,6.9,Thursday
19814,102900011028407,2.358,12.0,Yuganjiao,1011010504,Capsicum,8.06,Yuganjiao,9.43,Thursday
19815,102900051004294,2.877,12.0,Green Line Pepper,1011010504,Capsicum,,Green Line Pepper,7.8,Thursday
19816,102900051010455,5.803,9.0,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.08,Huangbaicai (2),15.61,Thursday
19817,106949711300167,11.0,-2.9,Needle Mushroom (Bag) (2),1011010801,Edible Mushroom,1.71,Needle Mushroom (Bag) (2),6.64,Thursday
19818,106958851400125,4.0,3.9,Haixian Mushroom (Bag) (4),1010801,Edible Mushroom,2.66,Haixian Mushroom (Bag) (4),11.13,Thursday
19798,102900005119098,0.965,25.8,The Agaricus Bisporus,1011010801,Edible Mushroom,14.43,The Agaricus Bisporus,12.78,Thursday
19809,102900011013274,2.0,6.8,The White Mushroom (Bag),1011010801,Edible Mushroom,4.76,The White Mushroom (Bag),6.57,Thursday
19797,102900005118831,3.0,5.8,Wawacai,1011010101,Flower/Leaf Vegetables,3.68,Wawacai,2.48,Thursday
19790,102900005116714,9.283,12.0,Broccoli,1011010201,Cabbage,7.83,Broccoli,9.26,Thursday
19795,102900005118817,5.202999999999999,14.0,Spinach,1011010101,Flower/Leaf Vegetables,8.02,Spinach,18.51,Thursday
19775,102900005115762,3.1710000000000003,6.0,Amaranth,1011010101,Flower/Leaf Vegetables,3.03,Amaranth,18.52,Thursday
19776,102900005115779,8.882,8.0,Yunnan Shengcai,1010101,Flower/Leaf Vegetables,5.46,Yunnan Shengcai,15.25,Thursday
19777,102900005115786,5.1530000000000005,4.0,Zhuyecai,1011010101,Flower/Leaf Vegetables,2.74,Zhuyecai,13.62,Thursday
19778,102900005115793,3.9,18.0,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,10.59,Chinese Cabbage,7.59,Thursday
19779,102900005115823,2.177,9.0,Shanghaiqing,1011010101,Flower/Leaf Vegetables,5.53,Shanghaiqing,14.43,Thursday
19796,102900005118824,0.5940000000000001,-12.0,High Melon (1),1011010402,Aquatic Tuberous Vegetables,7.64,High Melon (1),29.25,Thursday
19781,102900005115908,3.786,10.0,Caixin,1011010101,Flower/Leaf Vegetables,5.79,Caixin,13.7,Thursday
19782,102900005115946,3.054,-8.0,Muercai,1011010101,Flower/Leaf Vegetables,3.26,Muercai,7.61,Thursday
19783,102900005115984,22.611,-8.120689655172415,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,5.18,Yunnan Lettuces,12.81,Thursday
19784,102900005116226,2.138,10.0,Green Hot Peppers,1011010504,Capsicum,6.25,Green Hot Peppers,6.72,Thursday
19780,102900005115885,2.008,10.0,Caidian Quinoa Artemisia,1011010101,Flower/Leaf Vegetables,7.21,Caidian Quinoa Artemisia,0.47,Thursday
19786,102900005116257,15.102,6.107142857142857,Eggplant (2),1011010501,Solanum,3.76,Eggplant (2),6.07,Thursday
19787,102900005116509,2.863,10.0,Green Eggplant (1),1011010501,Solanum,6.35,Green Eggplant (1),5.01,Thursday
19788,102900005116530,6.583,23.6,Xixia Mushroom (1),1011010801,Edible Mushroom,13.84,Xixia Mushroom (1),13.82,Thursday
