ID,Item Code,Unit Selling Price (RMB/kg),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Loss Rate (%),Weekday
38980,102900011032848,3.5,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.2,Ginger And Xiaomijiao Mix (Small Bag),9.43,Saturday
38981,102900011033906,1.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,0.53,Powcan Mountain Chinese Cabbage ,9.43,Saturday
38982,102900011033920,4.8,Huangxincai (2),1011010101,Flower/Leaf Vegetables,2.62,Huangxincai (2),9.43,Saturday
38983,102900011033944,11.925,Apricot Bao Mushroom (2),1010801,Edible Mushroom,,Apricot Bao Mushroom (2),9.43,Saturday
38985,102900011034026,4.995121951219512,Zhijiang Qinggengsanhua,1011010201,Cabbage,3.1,Zhijiang Qinggengsanhua,9.43,Saturday
38975,102900011032213,5.9,Red Hang Pepper (Bag),1011010504,Capsicum,,Red Hang Pepper (Bag),9.43,Saturday
38987,102900011034330,5.9,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.73,Agaricus Bisporus (Box),0.2,Saturday
38988,102900011034439,2.9,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,1.2,Green And Red Hang Pepper Mix (Bag),9.43,Saturday
38989,102900011035078,11.0,Red Pepper (2),1011010504,Capsicum,3.79,Red Pepper (2),9.43,Saturday
38990,102900011035511,7.393333333333333,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,3.07,Net Lotus Root (3),9.43,Saturday
38991,102900011035764,8.8,Longyacai,1011010101,Flower/Leaf Vegetables,6.15,Longyacai,9.43,Saturday
38992,102900011035771,9.2,Yellow Baicai (1),1011010101,Flower/Leaf Vegetables,7.55,Yellow Baicai (1),9.43,Saturday
38993,102900011035788,3.9,Xixia Xianggu Mushroom (Bag),1011010801,Edible Mushroom,2.58,Xixia Xianggu Mushroom (Bag),9.43,Saturday
38994,102900011036068,-5.766666666666667,Mushroom And Leaf Mix (Bag),1011010801,Edible Mushroom,2.85,Mushroom And Leaf Mix (Bag),9.43,Saturday
38995,106930274620090,-3.9,Haixian Mushroom (Bag) (2),1011010801,Edible Mushroom,3.05,Haixian Mushroom (Bag) (2),0.0,Saturday
38986,102900011034224,3.424324324324324,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,2.06,Xiaoqingcai (Bag),9.43,Saturday
38974,102900011032022,2.685714285714286,Xiaozhoupi (Bag),1011010504,Capsicum,0.55,Xiaozhoupi (Bag),9.43,Saturday
38979,102900011032350,9.6,Bell Pepper (2),1011010504,Capsicum,7.75,Bell Pepper (2),9.43,Saturday
38972,102900011031100,3.5,Millet Pepper (Bag),1011010504,Capsicum,1.15,Millet Pepper (Bag),9.43,Saturday
38951,102900005115878,9.2,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,6.38,Garden Chrysanthemum,6.27,Saturday
38952,102900005116257,8.0,Eggplant (2),1011010501,Solanum,,Eggplant (2),6.07,Saturday
38953,102900005116530,-18.0,Xixia Mushroom (1),1011010801,Edible Mushroom,12.0,Xixia Mushroom (1),13.82,Saturday
38954,102900005116714,10.0,Broccoli,1011010201,Cabbage,7.31,Broccoli,9.26,Saturday
38955,102900005116899,4.8,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,3.51,Net Lotus Root (1),5.54,Saturday
38956,102900005118817,-12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.46,Spinach,18.51,Saturday
38957,102900005118831,3.323880597014925,Wawacai,1011010101,Flower/Leaf Vegetables,2.99,Wawacai,2.48,Saturday
38958,102900005122654,16.0,Zhijiang Red Bolt,1011010101,Flower/Leaf Vegetables,10.68,Zhijiang Red Bolt,11.38,Saturday
38959,102900011007044,3.9,Tremella (Flower),1011010801,Edible Mushroom,2.61,Tremella (Flower),9.14,Saturday
38960,102900011009277,4.8,Water Chestnut,1011010402,Aquatic Tuberous Vegetables,3.1,Water Chestnut,11.02,Saturday
38973,102900011031926,5.9,Chinese Caterpillar Fungus Flowers (Bag),1011010801,Edible Mushroom,2.83,Chinese Caterpillar Fungus Flowers (Bag),9.43,Saturday
38962,102900011013274,8.9,The White Mushroom (Bag),1011010801,Edible Mushroom,4.62,The White Mushroom (Bag),6.57,Saturday
38963,102900011016701,4.0,Wuhu Green Pepper (1),1011010504,Capsicum,2.32,Wuhu Green Pepper (1),5.7,Saturday
38964,102900011021842,-10.8,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.18,Honghu Lotus Root Powder (Fenou),11.81,Saturday
38965,102900011022849,2.0,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,1.15,The Local Yellow Youcai,6.73,Saturday
38966,102900011030059,4.323214285714285,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.58,Yunnan Lettuce (Bag),9.43,Saturday
38967,102900011030097,3.5,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.57,Yunnan Leaf Lettuce (Bag),9.43,Saturday
38968,102900011030134,3.5444444444444443,Caixin (Bag),1010101,Flower/Leaf Vegetables,1.96,Caixin (Bag),9.43,Saturday
38969,102900011030141,3.58,Shanghai Green (Bag),1011010101,Flower/Leaf Vegetables,1.8,Shanghai Green (Bag),9.43,Saturday
38970,102900011030912,7.8,Haixian Mushroom (Bag),1011010801,Edible Mushroom,2.48,Haixian Mushroom (Bag),9.43,Saturday
38971,102900011030929,2.9,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,1.56,Fresh Edible Fungus (Bag),9.43,Saturday
38961,102900011010891,9.2,Wild Lotus Root (1),1010402,Aquatic Tuberous Vegetables,4.93,Wild Lotus Root (1),7.97,Saturday
39030,102900011033906,1.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,0.53,Powcan Mountain Chinese Cabbage ,9.43,Sunday
39029,102900011032848,3.3666666666666667,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,,Ginger And Xiaomijiao Mix (Small Bag),9.43,Sunday
39028,102900011032732,15.0,High Melon (2),1011010402,Aquatic Tuberous Vegetables,12.25,High Melon (2),9.43,Sunday
39023,102900011032213,5.900000000000001,Red Hang Pepper (Bag),1011010504,Capsicum,1.23,Red Hang Pepper (Bag),9.43,Sunday
39026,102900011032251,2.4206349206349205,Luosi Pepper (Bag),1011010504,Capsicum,1.48,Luosi Pepper (Bag),9.43,Sunday
39025,102900011032244,6.9,Red Hot Peppers (Bag),1011010504,Capsicum,,Red Hot Peppers (Bag),9.43,Sunday
39024,102900011032237,2.9,Green Line Pepper (Bag),1011010504,Capsicum,0.93,Green Line Pepper (Bag),9.43,Sunday
39031,102900011033920,4.8,Huangxincai (2),1011010101,Flower/Leaf Vegetables,2.62,Huangxincai (2),9.43,Sunday
39027,102900011032350,16.0,Bell Pepper (2),1011010504,Capsicum,,Bell Pepper (2),9.43,Sunday
39032,102900011033944,11.375,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,6.5,Apricot Bao Mushroom (2),9.43,Sunday
39038,102900011035511,7.318181818181818,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,3.44,Net Lotus Root (3),9.43,Sunday
39034,102900011034026,5.2,Zhijiang Qinggengsanhua,1011010201,Cabbage,3.13,Zhijiang Qinggengsanhua,9.43,Sunday
39035,102900011034224,3.276,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,2.08,Xiaoqingcai (Bag),9.43,Sunday
39036,102900011034330,5.9,Agaricus Bisporus (Box),1010801,Edible Mushroom,3.84,Agaricus Bisporus (Box),0.2,Sunday
39037,102900011034439,2.9,Green And Red Hang Pepper Mix (Bag),1010504,Capsicum,1.2,Green And Red Hang Pepper Mix (Bag),9.43,Sunday
39039,102900011035764,8.8,Longyacai,1011010101,Flower/Leaf Vegetables,6.23,Longyacai,9.43,Sunday
39040,102900011035788,3.9,Xixia Xianggu Mushroom (Bag),1011010801,Edible Mushroom,2.6,Xixia Xianggu Mushroom (Bag),9.43,Sunday
39041,102900011036068,4.7,Mushroom And Leaf Mix (Bag),1011010801,Edible Mushroom,2.85,Mushroom And Leaf Mix (Bag),9.43,Sunday
39042,106930274620090,3.9,Haixian Mushroom (Bag) (2),1010801,Edible Mushroom,2.91,Haixian Mushroom (Bag) (2),0.0,Sunday
39043,106949711300259,4.477777777777778,Needle Mushroom (Box),1011010801,Edible Mushroom,2.67,Needle Mushroom (Box),0.45,Sunday
39022,102900011032022,2.9,Xiaozhoupi (Bag),1011010504,Capsicum,0.52,Xiaozhoupi (Bag),9.43,Sunday
39033,102900011033975,12.0,Green Eggplant (2),1011010501,Solanum,4.77,Green Eggplant (2),9.43,Sunday
39021,102900011031926,-5.9,Chinese Caterpillar Fungus Flowers (Bag),1011010801,Edible Mushroom,2.96,Chinese Caterpillar Fungus Flowers (Bag),9.43,Sunday
39019,102900011030929,2.9,Fresh Edible Fungus (Bag),1010801,Edible Mushroom,1.56,Fresh Edible Fungus (Bag),9.43,Sunday
38997,102900005115878,-9.2,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,6.34,Garden Chrysanthemum,6.27,Sunday
39020,102900011031100,3.5,Millet Pepper (Bag),1011010504,Capsicum,1.25,Millet Pepper (Bag),9.43,Sunday
38998,102900005116257,8.0,Eggplant (2),1011010501,Solanum,5.51,Eggplant (2),6.07,Sunday
38999,102900005116530,18.0,Xixia Mushroom (1),1011010801,Edible Mushroom,12.0,Xixia Mushroom (1),13.82,Sunday
39000,102900005116714,10.0,Broccoli,1011010201,Cabbage,7.26,Broccoli,9.26,Sunday
39001,102900005116899,4.0,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,3.27,Net Lotus Root (1),5.54,Sunday
39002,102900005118817,12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.4,Spinach,18.51,Sunday
39004,102900005122654,16.0,Zhijiang Red Bolt,1011010101,Flower/Leaf Vegetables,10.61,Zhijiang Red Bolt,11.38,Sunday
39005,102900011007044,3.9,Tremella (Flower),1011010801,Edible Mushroom,2.6,Tremella (Flower),9.14,Sunday
39006,102900011009277,4.8,Water Chestnut,1011010402,Aquatic Tuberous Vegetables,3.09,Water Chestnut,11.02,Sunday
39007,102900011010891,9.2,Wild Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.93,Wild Lotus Root (1),7.97,Sunday
39003,102900005118831,3.404,Wawacai,1011010101,Flower/Leaf Vegetables,2.63,Wawacai,2.48,Sunday
39009,102900011013274,8.9,The White Mushroom (Bag),1011010801,Edible Mushroom,4.64,The White Mushroom (Bag),6.57,Sunday
39008,102900011012482,5.9,Tea Tree Mushroom (Bag),1011010801,Edible Mushroom,5.18,Tea Tree Mushroom (Bag),9.97,Sunday
39017,102900011030905,4.9,Yuxingcao (Bag),1011010101,Flower/Leaf Vegetables,,Yuxingcao (Bag),9.43,Sunday
39016,102900011030141,4.336363636363637,Shanghai Green (Bag),1011010101,Flower/Leaf Vegetables,1.8,Shanghai Green (Bag),9.43,Sunday
39015,102900011030134,2.7,Caixin (Bag),1010101,Flower/Leaf Vegetables,2.09,Caixin (Bag),9.43,Sunday
39014,102900011030097,4.5,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.55,Yunnan Leaf Lettuce (Bag),9.43,Sunday
39018,102900011030912,7.8,Haixian Mushroom (Bag),1011010801,Edible Mushroom,2.58,Haixian Mushroom (Bag),9.43,Sunday
39012,102900011022849,2.0,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,1.2,The Local Yellow Youcai,6.73,Sunday
39011,102900011021842,10.8,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.16,Honghu Lotus Root Powder (Fenou),11.81,Sunday
39010,102900011016701,5.6,Wuhu Green Pepper (1),1011010504,Capsicum,2.9,Wuhu Green Pepper (1),5.7,Sunday
39013,102900011030059,4.361538461538462,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.72,Yunnan Lettuce (Bag),9.43,Sunday
39076,102900011033975,12.0,Green Eggplant (2),1011010501,Solanum,4.81,Green Eggplant (2),9.43,Monday
39068,102900011032244,6.9,Red Hot Peppers (Bag),1011010504,Capsicum,1.18,Red Hot Peppers (Bag),9.43,Monday
39069,102900011032251,2.4038461538461537,Luosi Pepper (Bag),1011010504,Capsicum,1.71,Luosi Pepper (Bag),9.43,Monday
39070,102900011032350,16.0,Bell Pepper (2),1011010504,Capsicum,7.92,Bell Pepper (2),9.43,Monday
39071,102900011032732,15.0,High Melon (2),1011010402,Aquatic Tuberous Vegetables,12.52,High Melon (2),9.43,Monday
39072,102900011032848,3.3666666666666667,Ginger And Xiaomijiao Mix (Small Bag),1010504,Capsicum,1.2,Ginger And Xiaomijiao Mix (Small Bag),9.43,Monday
39073,102900011033906,1.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,0.6,Powcan Mountain Chinese Cabbage ,9.43,Monday
39074,102900011033920,4.8,Huangxincai (2),1011010101,Flower/Leaf Vegetables,2.62,Huangxincai (2),9.43,Monday
39075,102900011033944,-12.095652173913043,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,6.66,Apricot Bao Mushroom (2),9.43,Monday
39077,102900011034026,5.085454545454545,Zhijiang Qinggengsanhua,1011010201,Cabbage,3.19,Zhijiang Qinggengsanhua,9.43,Monday
39067,102900011032237,2.9,Green Line Pepper (Bag),1011010504,Capsicum,0.85,Green Line Pepper (Bag),9.43,Monday
39079,102900011034330,5.681818181818182,Agaricus Bisporus (Box),1010801,Edible Mushroom,3.9,Agaricus Bisporus (Box),0.2,Monday
39080,102900011034439,-2.9,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,1.2,Green And Red Hang Pepper Mix (Bag),9.43,Monday
39081,102900011035078,11.0,Red Pepper (2),1011010504,Capsicum,4.04,Red Pepper (2),9.43,Monday
39082,102900011035511,7.485185185185185,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,3.51,Net Lotus Root (3),9.43,Monday
39083,102900011035764,8.8,Longyacai,1011010101,Flower/Leaf Vegetables,6.23,Longyacai,9.43,Monday
39084,102900011035771,5.5,Yellow Baicai (1),1011010101,Flower/Leaf Vegetables,7.56,Yellow Baicai (1),9.43,Monday
39085,102900011035788,-3.9,Xixia Xianggu Mushroom (Bag),1011010801,Edible Mushroom,2.6,Xixia Xianggu Mushroom (Bag),9.43,Monday
39086,106930274620090,3.9,Haixian Mushroom (Bag) (2),1011010801,Edible Mushroom,2.55,Haixian Mushroom (Bag) (2),0.0,Monday
39087,106949711300259,4.5,Needle Mushroom (Box),1010801,Edible Mushroom,2.68,Needle Mushroom (Box),0.45,Monday
39078,102900011034224,3.5,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,1.7,Xiaoqingcai (Bag),9.43,Monday
39066,102900011032213,-5.9,Red Hang Pepper (Bag),1011010504,Capsicum,1.44,Red Hang Pepper (Bag),9.43,Monday
39063,102900011031582,2.5,Green Hot Peppers (Bag),1011010504,Capsicum,0.92,Green Hot Peppers (Bag),9.43,Monday
39064,102900011031926,5.900000000000001,Chinese Caterpillar Fungus Flowers (Bag),1011010801,Edible Mushroom,2.95,Chinese Caterpillar Fungus Flowers (Bag),9.43,Monday
39044,102900005116257,8.0,Eggplant (2),1011010501,Solanum,5.8,Eggplant (2),6.07,Monday
39045,102900005116530,18.0,Xixia Mushroom (1),1011010801,Edible Mushroom,12.45,Xixia Mushroom (1),13.82,Monday
39046,102900005116714,10.0,Broccoli,1011010201,Cabbage,7.53,Broccoli,9.26,Monday
39047,102900005118817,12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.36,Spinach,18.51,Monday
39048,102900005118831,3.3000000000000003,Wawacai,1011010101,Flower/Leaf Vegetables,1.7,Wawacai,2.48,Monday
39049,102900005122654,16.0,Zhijiang Red Bolt,1011010101,Flower/Leaf Vegetables,10.67,Zhijiang Red Bolt,11.38,Monday
39050,102900011007044,3.3666666666666667,Tremella (Flower),1011010801,Edible Mushroom,2.58,Tremella (Flower),9.14,Monday
39051,102900011009277,4.8,Water Chestnut,1011010402,Aquatic Tuberous Vegetables,3.11,Water Chestnut,11.02,Monday
39052,102900011010891,9.2,Wild Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.93,Wild Lotus Root (1),7.97,Monday
39053,102900011013274,8.9,The White Mushroom (Bag),1011010801,Edible Mushroom,4.62,The White Mushroom (Bag),6.57,Monday
39065,102900011032022,-2.7,Xiaozhoupi (Bag),1011010504,Capsicum,0.51,Xiaozhoupi (Bag),9.43,Monday
39055,102900011021842,10.561111111111112,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.16,Honghu Lotus Root Powder (Fenou),11.81,Monday
39056,102900011022849,2.0,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,1.2,The Local Yellow Youcai,6.73,Monday
39057,102900011030059,4.5,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.88,Yunnan Lettuce (Bag),9.43,Monday
39058,102900011030097,4.5,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.69,Yunnan Leaf Lettuce (Bag),9.43,Monday
39059,102900011030141,-4.242857142857143,Shanghai Green (Bag),1011010101,Flower/Leaf Vegetables,1.72,Shanghai Green (Bag),9.43,Monday
39060,102900011030905,4.9,Yuxingcao (Bag),1011010101,Flower/Leaf Vegetables,1.5,Yuxingcao (Bag),9.43,Monday
39061,102900011030929,2.9,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,1.47,Fresh Edible Fungus (Bag),9.43,Monday
39062,102900011031100,3.5,Millet Pepper (Bag),1011010504,Capsicum,1.29,Millet Pepper (Bag),9.43,Monday
39054,102900011016701,6.0,Wuhu Green Pepper (1),1010504,Capsicum,3.84,Wuhu Green Pepper (1),5.7,Monday
39119,102900011033906,1.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,0.62,Powcan Mountain Chinese Cabbage ,9.43,Tuesday
39118,102900011032848,3.9,Ginger And Xiaomijiao Mix (Small Bag),1010504,Capsicum,1.2,Ginger And Xiaomijiao Mix (Small Bag),9.43,Tuesday
39117,102900011032350,16.0,Bell Pepper (2),1011010504,Capsicum,7.91,Bell Pepper (2),9.43,Tuesday
39113,102900011032213,5.900000000000001,Red Hang Pepper (Bag),1011010504,Capsicum,1.44,Red Hang Pepper (Bag),9.43,Tuesday
39115,102900011032244,6.9,Red Hot Peppers (Bag),1011010504,Capsicum,1.32,Red Hot Peppers (Bag),9.43,Tuesday
39114,102900011032237,2.9,Green Line Pepper (Bag),1011010504,Capsicum,0.85,Green Line Pepper (Bag),9.43,Tuesday
39120,102900011033920,4.3,Huangxincai (2),1011010101,Flower/Leaf Vegetables,2.88,Huangxincai (2),9.43,Tuesday
39112,102900011032022,2.205263157894737,Xiaozhoupi (Bag),1011010504,Capsicum,0.47,Xiaozhoupi (Bag),9.43,Tuesday
39116,102900011032251,3.3,Luosi Pepper (Bag),1011010504,Capsicum,1.46,Luosi Pepper (Bag),9.43,Tuesday
39121,102900011033944,10.4,Apricot Bao Mushroom (2),1010801,Edible Mushroom,6.64,Apricot Bao Mushroom (2),9.43,Tuesday
39125,102900011034330,4.372727272727273,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.91,Agaricus Bisporus (Box),0.2,Tuesday
39123,102900011034026,9.084375,Zhijiang Qinggengsanhua,1011010201,Cabbage,3.28,Zhijiang Qinggengsanhua,9.43,Tuesday
39124,102900011034224,3.26,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,2.24,Xiaoqingcai (Bag),9.43,Tuesday
39126,102900011034439,2.9,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,,Green And Red Hang Pepper Mix (Bag),9.43,Tuesday
39127,102900011035078,11.0,Red Pepper (2),1010504,Capsicum,4.62,Red Pepper (2),9.43,Tuesday
39128,102900011035511,-7.036363636363635,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,3.16,Net Lotus Root (3),9.43,Tuesday
39129,102900011035764,8.8,Longyacai,1011010101,Flower/Leaf Vegetables,6.24,Longyacai,9.43,Tuesday
39130,102900011035788,3.9,Xixia Xianggu Mushroom (Bag),1011010801,Edible Mushroom,,Xixia Xianggu Mushroom (Bag),9.43,Tuesday
39111,102900011031926,5.9,Chinese Caterpillar Fungus Flowers (Bag),1011010801,Edible Mushroom,2.95,Chinese Caterpillar Fungus Flowers (Bag),9.43,Tuesday
39132,106949711300259,4.5,Needle Mushroom (Box),1011010801,Edible Mushroom,2.68,Needle Mushroom (Box),0.45,Tuesday
39122,102900011033975,12.0,Green Eggplant (2),1011010501,Solanum,4.86,Green Eggplant (2),9.43,Tuesday
39131,106930274620090,3.9,Haixian Mushroom (Bag) (2),1011010801,Edible Mushroom,2.96,Haixian Mushroom (Bag) (2),0.0,Tuesday
39110,102900011031582,2.5,Green Hot Peppers (Bag),1011010504,Capsicum,0.92,Green Hot Peppers (Bag),9.43,Tuesday
39108,102900011030929,2.3,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,1.5,Fresh Edible Fungus (Bag),9.43,Tuesday
39109,102900011031100,3.3551724137931034,Millet Pepper (Bag),1011010504,Capsicum,1.32,Millet Pepper (Bag),9.43,Tuesday
39088,102900005115878,9.2,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,6.32,Garden Chrysanthemum,6.27,Tuesday
39089,102900005116257,8.0,Eggplant (2),1011010501,Solanum,5.99,Eggplant (2),6.07,Tuesday
39090,102900005116530,18.0,Xixia Mushroom (1),1010801,Edible Mushroom,13.0,Xixia Mushroom (1),13.82,Tuesday
39091,102900005116714,12.0,Broccoli,1011010201,Cabbage,7.61,Broccoli,9.26,Tuesday
39092,102900005118817,12.0,Spinach,1011010101,Flower/Leaf Vegetables,8.33,Spinach,18.51,Tuesday
39094,102900005122654,16.0,Zhijiang Red Bolt,1011010101,Flower/Leaf Vegetables,10.72,Zhijiang Red Bolt,11.38,Tuesday
39095,102900011007464,14.0,Perilla,1011010101,Flower/Leaf Vegetables,10.65,Perilla,12.88,Tuesday
39096,102900011009277,4.8,Water Chestnut,1011010402,Aquatic Tuberous Vegetables,3.16,Water Chestnut,11.02,Tuesday
39097,102900011010891,9.2,Wild Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.93,Wild Lotus Root (1),7.97,Tuesday
39093,102900005118831,3.1444444444444444,Wawacai,1011010101,Flower/Leaf Vegetables,1.76,Wawacai,2.48,Tuesday
39099,102900011013274,7.7,The White Mushroom (Bag),1011010801,Edible Mushroom,4.6,The White Mushroom (Bag),6.57,Tuesday
39098,102900011012482,9.9,Tea Tree Mushroom (Bag),1011010801,Edible Mushroom,5.18,Tea Tree Mushroom (Bag),9.97,Tuesday
39106,102900011030905,4.9,Yuxingcao (Bag),1011010101,Flower/Leaf Vegetables,1.5,Yuxingcao (Bag),9.43,Tuesday
39105,102900011030141,-2.7000000000000006,Shanghai Green (Bag),1011010101,Flower/Leaf Vegetables,1.66,Shanghai Green (Bag),9.43,Tuesday
39104,102900011030097,3.96,Yunnan Leaf Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.68,Yunnan Leaf Lettuce (Bag),9.43,Tuesday
39107,102900011030912,7.8,Haixian Mushroom (Bag),1010801,Edible Mushroom,2.59,Haixian Mushroom (Bag),9.43,Tuesday
39102,102900011022849,2.0,The Local Yellow Youcai,1011010101,Flower/Leaf Vegetables,1.2,The Local Yellow Youcai,6.73,Tuesday
39101,102900011021842,-10.8,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.13,Honghu Lotus Root Powder (Fenou),11.81,Tuesday
39100,102900011016701,6.0,Wuhu Green Pepper (1),1010504,Capsicum,4.11,Wuhu Green Pepper (1),5.7,Tuesday
39103,102900011030059,4.32,Yunnan Lettuce (Bag),1011010101,Flower/Leaf Vegetables,2.76,Yunnan Lettuce (Bag),9.43,Tuesday
39163,102900011033906,1.6,Powcan Mountain Chinese Cabbage ,1011010101,Flower/Leaf Vegetables,0.62,Powcan Mountain Chinese Cabbage ,9.43,Wednesday
39156,102900011032213,4.7,Red Hang Pepper (Bag),1010504,Capsicum,1.44,Red Hang Pepper (Bag),9.43,Wednesday
39157,102900011032237,2.5727272727272728,Green Line Pepper (Bag),1011010504,Capsicum,0.87,Green Line Pepper (Bag),9.43,Wednesday
39175,106949711300259,4.451351351351351,Needle Mushroom (Box),1011010801,Edible Mushroom,2.73,Needle Mushroom (Box),0.45,Wednesday
39159,102900011032251,3.0500000000000003,Luosi Pepper (Bag),1011010504,Capsicum,1.42,Luosi Pepper (Bag),9.43,Wednesday
39160,102900011032350,16.0,Bell Pepper (2),1011010504,Capsicum,7.75,Bell Pepper (2),9.43,Wednesday
39161,102900011032732,15.0,High Melon (2),1011010402,Aquatic Tuberous Vegetables,12.29,High Melon (2),9.43,Wednesday
39162,102900011032848,3.1,Ginger And Xiaomijiao Mix (Small Bag),1011010504,Capsicum,1.2,Ginger And Xiaomijiao Mix (Small Bag),9.43,Wednesday
39164,102900011033920,4.8,Huangxincai (2),1011010101,Flower/Leaf Vegetables,2.61,Huangxincai (2),9.43,Wednesday
39155,102900011032022,2.5307692307692307,Xiaozhoupi (Bag),1011010504,Capsicum,0.45,Xiaozhoupi (Bag),9.43,Wednesday
39166,102900011034026,8.853124999999999,Zhijiang Qinggengsanhua,1011010201,Cabbage,3.83,Zhijiang Qinggengsanhua,9.43,Wednesday
39167,102900011034224,3.5,Xiaoqingcai (Bag),1011010101,Flower/Leaf Vegetables,2.18,Xiaoqingcai (Bag),9.43,Wednesday
39168,102900011034330,4.770588235294119,Agaricus Bisporus (Box),1011010801,Edible Mushroom,3.86,Agaricus Bisporus (Box),0.2,Wednesday
39169,102900011034439,-2.9,Green And Red Hang Pepper Mix (Bag),1011010504,Capsicum,1.2,Green And Red Hang Pepper Mix (Bag),9.43,Wednesday
39170,102900011035078,11.0,Red Pepper (2),1011010504,Capsicum,5.4,Red Pepper (2),9.43,Wednesday
39171,102900011035511,6.8619047619047615,Net Lotus Root (3),1011010402,Aquatic Tuberous Vegetables,3.23,Net Lotus Root (3),9.43,Wednesday
39172,102900011035771,13.2,Yellow Baicai (1),1010101,Flower/Leaf Vegetables,8.96,Yellow Baicai (1),9.43,Wednesday
39173,102900011035788,3.9,Xixia Xianggu Mushroom (Bag),1011010801,Edible Mushroom,2.59,Xixia Xianggu Mushroom (Bag),9.43,Wednesday
39174,106930274620090,3.7545454545454544,Haixian Mushroom (Bag) (2),1011010801,Edible Mushroom,3.26,Haixian Mushroom (Bag) (2),0.0,Wednesday
39165,102900011033944,10.833333333333334,Apricot Bao Mushroom (2),1011010801,Edible Mushroom,7.05,Apricot Bao Mushroom (2),9.43,Wednesday
39154,102900011031926,5.9,Chinese Caterpillar Fungus Flowers (Bag),1011010801,Edible Mushroom,2.99,Chinese Caterpillar Fungus Flowers (Bag),9.43,Wednesday
39158,102900011032244,5.033333333333333,Red Hot Peppers (Bag),1010504,Capsicum,1.45,Red Hot Peppers (Bag),9.43,Wednesday
39152,102900011030929,2.3,Fresh Edible Fungus (Bag),1011010801,Edible Mushroom,,Fresh Edible Fungus (Bag),9.43,Wednesday
39133,102900005115878,9.2,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,6.44,Garden Chrysanthemum,6.27,Wednesday
39134,102900005116257,9.2,Eggplant (2),1010501,Solanum,5.99,Eggplant (2),6.07,Wednesday
39135,102900005116530,18.0,Xixia Mushroom (1),1011010801,Edible Mushroom,13.0,Xixia Mushroom (1),13.82,Wednesday
